WFST_ID,ra,dec,z,z_err,z_type,confidence,t0_mcmc,t0_err,tE_mcmc,tE_err,u0_mcmc,u0_err,A_max,g_s,g_base,r_s,r_base,i_s,i_base,chi2,dof,chi2/dof,source,type,external_match,logMBH_lamost,logMBH_method_lamost,logL_lamost,logL_wave_lamost,broad_fwhm_lamost,broad_ew_lamost,logMBH_SDSSDR16Q,logMBH_method_SDSSDR16Q,logL_SDSSDR16Q,logL_wave_SDSSDR16Q,broad_fwhm_SDSSDR16Q,broad_ew_SDSSDR16Q
WFST_016487653+34352818,16.4876526,34.3528179,1.31,,spec,high,59003.24,+3.03/-2.75,138.24,+6.41/-4.76,0.931,+0.043/-0.062,1.40,19.56,19.42,19.59,19.21,19.30,19.19,1896.4,1490,1.27,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.719902,MgII,45.475641,3000,3408.019700,24.298512
WFST_023245834+16500895,23.245833557205653,16.50089493587508,0.5768400178141733,3.046962949588597e-05,spec,high,58773.15,+1.51/-1.44,223.93,+2.75/-2.61,0.779,+0.005/-0.006,1.56,18.45,18.44,18.48,18.43,18.36,18.28,3586.3,1307,2.74,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_023829049+08399071,23.82904915190727,8.399071086233105,0.5046050515498013,3.05027207178394e-05,spec,high,59453.37,+1.74/-1.68,391.97,+7.78/-6.54,0.306,+0.005/-0.007,3.38,20.10,20.08,20.24,19.94,20.29,19.46,2255.1,900,2.51,"DESI_DR1,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,H,7.951004,MgII,44.709115,3000,2360.294,41.775,8.389153,Hbeta,44.289230,5100,4648.030439,90.173857
WFST_028670033+29849251,28.6700333,29.849251,1.524,,spec,high,59624.40,+2.37/-2.44,282.51,+6.56/-5.49,0.637,+0.013/-0.015,1.80,20.05,20.02,20.35,19.89,20.00,19.87,2712.0,1794,1.51,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.983576,MgII,45.451711,3000,4696.315369,31.549089
WFST_034177922+23962241,34.17792208483377,23.96224067173576,2.6637864445032777,0.0001349367092293,spec,high,59458.36,+4.24/-4.30,461.12,+16.45/-12.60,0.635,+0.015/-0.026,1.80,20.19,20.15,20.01,19.88,20.20,19.78,1654.3,1292,1.28,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_037757254+14440046,37.75725415871282,14.440046465200144,0.2588633927549302,6.6896617790392685e-06,spec,high,58943.81,+1.27/-1.25,240.84,+37.15/-32.13,0.513,+0.132/-0.105,2.14,19.55,18.94,19.43,18.48,,,1748.8,984,1.78,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",B,-,,,,,,,,,,,,
WFST_039461119-09250571,39.46111876074959,-9.250571039680429,1.0008561699956804,7.975725353914656e-05,spec,high,59306.37,+1.75/-1.77,179.04,+10.90/-6.17,0.810,+0.036/-0.071,1.52,19.33,19.22,19.28,18.96,19.54,18.98,1412.9,1033,1.37,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_042422623+05478650,42.42262337201377,5.478650040122767,1.2410916702248285,0.0001060799529778,spec,high,58994.71,+1.56/-1.48,122.80,+3.60/-2.94,0.915,+0.025/-0.038,1.41,18.17,18.11,18.21,17.83,,,2629.8,968,2.72,"DESI_DR1,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,9.551594,MgII,45.595413,3000,8151.151,26.685,,,,,,
WFST_052603410+78197322,52.60341008389255,78.19732150157772,0.5163960456848145,0.0795614248514175,phot,high,58981.54,+0.81/-0.88,155.35,+3.48/-2.36,0.780,+0.016/-0.027,1.56,18.18,18.14,18.18,18.06,,,4283.4,1851,2.31,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_054920904+18144201,54.92090424161072,18.144200680224905,1.41967511177063,0.0619466423988341,phot,high,59530.83,+3.06/-3.14,243.44,+25.43/-14.41,0.747,+0.075/-0.111,1.60,19.10,18.84,19.10,18.52,,,1837.5,1327,1.38,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_062970014-05923193,62.97001394514536,-5.923193110898582,0.3612879216098397,2.130695347460658e-05,spec,high,59844.10,+1.43/-1.52,94.10,+11.94/-6.94,0.434,+0.041/-0.071,2.47,20.37,20.17,20.14,19.70,,,933.9,628,1.49,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,H,,,,,,,7.507326,Hbeta,44.022499,5100,1963.533954,23.488986
WFST_092554023+55814761,92.5540231,55.8147612,1.38,,spec,high,58959.69,+1.82/-1.84,436.96,+10.99/-8.97,0.569,+0.010/-0.013,1.96,19.67,19.65,19.51,18.91,19.82,18.54,1880.6,1194,1.58,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",R,-,,,,,,,,,,,,
WFST_102266881+31096600,102.2668805060533,31.09659966574513,1.48,0.0703803605842591,phot,high,59470.29,+4.55/-4.58,372.78,+12.69/-11.38,0.733,+0.020/-0.026,1.63,19.83,19.79,19.76,19.44,,,1483.8,1153,1.29,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_102726711+67788415,102.72671102048494,67.7884154555494,1.7468218803405762,0.0372833663940429,phot,high,58979.63,+1.94/-1.92,173.50,+5.17/-3.92,0.789,+0.018/-0.028,1.55,19.56,19.51,19.85,19.50,,,2529.3,1889,1.34,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_107021175+78371319,107.02117461160874,78.37131941584022,0.2514016362365515,2.0039267356879907e-05,spec,high,59791.83,+2.74/-2.55,154.44,+4.98/-4.13,0.991,+0.026/-0.042,1.35,16.03,15.97,16.10,15.82,,,1406.2,941,1.49,"DESI_DR1,JPLUSDR3,QUAIA_G20_5,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_107899597+44603726,107.89959728778273,44.60372559005286,0.8513466715812683,0.08334,phot,high,59284.38,+2.99/-2.83,167.17,+7.95/-6.51,0.710,+0.022/-0.038,1.66,20.21,20.14,20.10,19.81,20.07,19.69,1829.1,1245,1.47,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_108494107+49885229,108.49410713355364,49.88522918866341,1.1436384557502812,0.0001649302688575,spec,high,59092.43,+1.10/-1.15,336.38,+8.05/-5.13,0.644,+0.010/-0.020,1.78,18.44,18.41,18.51,18.08,18.38,18.18,2821.1,1580,1.79,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_109741976+24427910,109.74197622544978,24.42790951918749,2.634817361831665,0.0900800000000001,phot,high,58629.29,+1.22/-1.20,230.74,+3.41/-2.88,0.928,+0.011/-0.017,1.40,17.81,17.79,17.63,17.51,,,2726.8,2787,0.98,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_118985805+40672700,118.98580471768172,40.67270007831432,2.335407188188613,0.0001320493843433,spec,high,58966.30,+1.67/-1.67,431.36,+30.41/-17.97,0.563,+0.034/-0.051,1.98,20.16,20.02,20.30,20.02,20.20,19.77,3721.7,2813,1.32,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",QR,-,,,,,,,8.788448,CIV,45.707260,1350,4090.721901,129.307942
WFST_122878037+39534217,122.8780366103344,39.53421726816799,1.27997672172068,,phot,high,59454.00,+0.50/-0.51,38.19,+1.89/-1.49,0.443,+0.015/-0.029,2.42,,,19.33,19.26,,,1248.8,766,1.63,"JPLUSDR3,MILLIQUAS,WISE_R90",R,-,,,,,,,,,,,,
WFST_127116551+34454329,127.1165512,34.4543291,0.7620000243186951,,spec,high,59783.00,+1.35/-1.27,180.41,+3.50/-3.15,0.559,+0.008/-0.011,1.99,19.29,19.24,19.34,19.32,19.52,19.24,3130.1,1065,2.94,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,H,8.28648,MgII,44.946467,3000,3063.99,72.216,8.531774,MgII,45.120381,3000,3536.463105,79.064965
WFST_130489220+34842739,130.48922,34.842739,1.64102409,,spec,high,59728.34,+2.56/-2.60,291.66,+11.59/-7.89,0.707,+0.022/-0.040,1.67,19.18,19.10,19.22,18.78,19.32,18.44,1390.2,1298,1.07,"LAMOST_DR1_5,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.660614,MgII,46.011037,3000,2483.587,65.46,9.256415,MgII,46.008766,3000,4320.062730,29.416524
WFST_132857005+06894793,132.8570046,6.8947934,,,unknown,high,58895.38,+0.33/-0.34,30.74,+2.33/-1.49,0.338,+0.017/-0.029,3.08,20.62,20.54,20.66,20.07,,,763.1,439,1.74,WISE_R90,unknown,H,,,,,,,,,,,,
WFST_140401830+58254156,140.4018305,58.2541559,0.284,,spec,high,58535.86,+1.32/-1.31,119.46,+5.32/-5.01,0.382,+0.019/-0.021,2.76,21.05,21.00,20.76,20.42,,,1183.4,740,1.60,"MILLIQUAS,QZO,GAIA,CATWISE,PS1,WISE_R90",A,H,,,,,,,8.037548,Hbeta,43.360956,5100,5290.967490,25.667965
WFST_150661105+00850696,150.66110506404002,0.8506958018332659,0.785385918106935,9.929443134148595e-05,spec,high,59297.83,+0.65/-0.71,145.70,+5.98/-4.43,0.486,+0.020/-0.026,2.24,20.14,19.99,19.85,19.69,19.62,19.55,2714.1,1181,2.30,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_159981100+40987846,159.9811,40.987846,1.5750000476837158,,spec,high,59177.56,+1.49/-1.49,233.08,+3.68/-3.31,0.755,+0.009/-0.012,1.59,18.82,18.81,19.15,18.69,19.18,18.56,2535.9,1442,1.76,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.523354,MgII,45.666859,3000,2389.102,56.142,9.320340,MgII,45.870693,3000,5131.628317,34.380084
WFST_167492242+33722402,167.4922417,33.722402,1.239,,spec,high,59494.00,+2.47/-2.56,331.04,+8.95/-8.05,0.615,+0.012/-0.016,1.85,19.87,19.84,19.97,19.60,20.02,19.71,1557.1,1078,1.44,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.913059,MgII,45.282380,3000,4886.431509,45.230228
WFST_168426152+58068816,168.4261522,58.0688161,2.145,,spec,high,59265.88,+5.55/-5.97,316.76,+51.42/-25.70,0.746,+0.094/-0.148,1.61,19.60,19.29,19.72,18.97,,,738.4,699,1.06,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.578166,CIV,46.113735,1350,7923.975304,71.106919
WFST_177419268+42848247,177.4192685,42.8482471,1.174,,spec,high,58542.24,+1.82/-1.79,260.20,+26.72/-24.12,0.482,+0.086/-0.071,2.25,20.28,19.61,20.27,19.27,20.29,19.30,2443.2,1391,1.76,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR2,-,,,,,,,8.840097,MgII,45.747132,3000,3224.316005,25.026593
WFST_181889900+57373448,181.8898998686609,57.37344832193627,1.5370972371128384,0.0003520591386722,spec,high,58801.72,+1.15/-1.22,821.91,+96.91/-80.57,0.187,+0.025/-0.023,5.41,21.12,20.42,21.20,19.72,21.10,19.54,3329.4,1905,1.75,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,-,,,,,,,9.454271,MgII,45.672810,3000,6895.479966,34.168855
WFST_183466797+32417023,183.4667974038704,32.41702268111777,0.8567672950325669,6.510959990039908e-05,spec,high,59445.78,+1.89/-1.87,143.71,+3.94/-3.13,0.735,+0.019/-0.029,1.62,19.28,19.23,19.50,19.20,19.74,19.23,2460.2,1591,1.55,"DESI_DR1,LAMOST_DR6_9,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.449778,MgII,44.577364,3000,4817.759,100.587,8.870155,MgII,45.049239,3000,5493.046859,36.529425
WFST_186644662-09571508,186.6446623371648,-9.571508091620956,0.2897674441337585,0.0644753038139343,phot,high,59115.46,+2.11/-2.16,243.21,+17.44/-10.44,0.783,+0.047/-0.081,1.55,17.94,17.78,17.74,17.49,,,1246.2,425,2.93,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_192982509+47610434,192.9825092272777,47.61043380109919,2.2798659740530374,0.0001611821542802,spec,high,59443.86,+3.05/-3.29,452.99,+21.13/-14.50,0.591,+0.019/-0.037,1.91,20.14,20.07,20.23,19.95,20.21,19.87,2070.5,1494,1.39,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.909968,CIV,45.975931,1350,3993.578240,37.646149
WFST_199277207+07491805,199.277206804038,7.491805176423174,1.1969782546639491,0.0001790234954102,spec,high,58762.01,+2.59/-2.56,328.94,+9.64/-8.32,0.608,+0.014/-0.018,1.86,19.49,19.46,19.54,19.14,19.63,19.20,1038.5,628,1.65,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.057590,MgII,45.576477,3000,4678.288273,31.181351
WFST_201127445+53682136,201.1274451789716,53.68213625019312,1.3358330132762666,0.0003096985016159,spec,high,59626.04,+3.46/-3.29,425.58,+34.84/-21.08,0.640,+0.049/-0.071,1.79,19.75,19.56,19.74,19.24,19.76,19.18,2349.3,1832,1.28,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QX,-,,,,,,,8.977028,MgII,45.559489,3000,4315.913135,31.678239
WFST_210522598+62636706,210.52259815870687,62.63670555007462,0.993,0.0496504135131836,phot,high,59458.57,+3.06/-3.14,484.59,+11.62/-10.83,0.650,+0.010/-0.015,1.77,19.98,19.96,19.96,19.73,20.20,19.74,2679.0,1809,1.48,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_211457200+24874288,211.4572001,24.8742878,0.93,,spec,high,58541.25,+2.70/-2.63,168.94,+6.61/-4.41,1.042,+0.026/-0.057,1.31,17.89,17.80,17.72,17.63,17.82,17.67,1036.0,1086,0.95,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,H,,,,,,,8.957808,MgII,45.724192,3000,3753.223063,22.651886
WFST_214849987+21890641,214.8499866,21.8906411,0.643,,spec,high,58768.16,+1.95/-1.90,311.71,+6.90/-6.06,0.592,+0.010/-0.015,1.90,19.54,19.51,19.69,19.64,19.75,19.45,2140.3,1033,2.07,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.487888,Hbeta,44.626527,5100,4288.567029,61.645900
WFST_216761245-00229149,216.7612449,-0.2291491,0.754,,spec,high,59381.00,+4.17/-4.28,527.55,+42.99/-29.09,0.350,+0.021/-0.032,2.99,20.71,20.48,20.61,20.51,20.68,20.42,792.4,513,1.54,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QX,-,,,,,,,9.026736,MgII,44.766361,3000,8050.004269,66.966720
WFST_217007100+59631659,217.0071,59.6316591,1.508,,spec,high,59678.22,+1.71/-1.64,221.47,+4.49/-2.83,0.648,+0.008/-0.020,1.78,18.38,18.35,18.68,18.25,18.86,18.22,6777.0,2501,2.71,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,H,,,,,,,9.281493,MgII,46.033283,3000,4369.470331,29.597228
WFST_219298543+37059046,219.298543,37.059046,2.5701910231772103,0.0002363215456299,spec,high,59394.59,+2.41/-2.29,501.79,+65.16/-45.84,0.520,+0.077/-0.082,2.11,20.32,19.77,20.30,19.64,20.48,19.42,5577.2,3658,1.52,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,-,,,,,,,8.706826,CIV,46.156425,1350,2831.134775,61.500870
WFST_226357327+57203599,226.357326520411,57.20359868678883,1.503000020980835,,spec,high,59034.06,+1.54/-1.53,248.72,+3.40/-3.04,0.674,+0.006/-0.008,1.72,19.29,19.27,19.51,19.02,19.57,18.96,3737.8,2425,1.54,"JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.211689,MgII,45.893217,3000,4456.021424,31.340208
WFST_233586325+61093450,233.58632548675263,61.09344980602281,2.1657464504241943,0.038974348754883,phot,high,58834.92,+1.75/-1.67,204.84,+4.13/-3.69,0.851,+0.013/-0.019,1.47,19.52,19.49,19.65,19.47,19.60,19.25,3664.6,2498,1.47,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_240424642+19600212,240.4246418,19.6002122,1.235179422,,spec,high,59034.17,+3.36/-3.39,314.94,+13.73/-10.39,0.627,+0.019/-0.033,1.82,20.25,20.19,20.22,19.77,20.34,19.83,1649.2,1133,1.46,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.210319,MgII,45.26195,3000,2335.111,45.364,,,,,,
WFST_240716853+17489072,240.716853051995,17.489071580234157,1.4006009023206027,0.0001674572146159,spec,high,59395.41,+3.25/-3.31,303.71,+8.28/-7.84,0.623,+0.011/-0.014,1.83,20.06,20.04,20.19,19.64,20.09,19.59,1922.2,1156,1.66,"DESI_DR1,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,9.077165,MgII,45.709215,3000,5291.119,43.301,9.328784,MgII,45.727123,3000,5740.951555,27.003049
WFST_247320451+58811061,247.3204513627897,58.81106140995292,1.3329925537109375,0.3539531447792053,phot,high,59397.63,+3.41/-3.54,558.67,+12.72/-12.04,0.565,+0.009/-0.011,1.97,20.52,20.50,20.70,20.53,20.72,20.21,2997.2,2166,1.38,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_251406863+54963378,251.4068629,54.9633778,2.35,,spec,high,59360.59,+2.50/-2.54,412.56,+53.96/-47.09,0.587,+0.112/-0.098,1.92,19.75,18.74,19.89,18.65,20.20,18.59,4025.9,2720,1.48,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",R,-,,,,,,,,,,,,
WFST_253576196+09975433,253.5761956497201,9.975433440078254,0.7771003868636994,2.1764671777958023e-05,spec,high,59519.40,+0.88/-0.99,559.40,+8.00/-7.57,0.354,+0.004/-0.005,2.95,20.13,20.07,19.99,19.98,20.16,19.92,6153.4,2125,2.90,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_260265803+73712337,260.2658033463733,73.71233689515532,2.0412724018096924,0.0940757151031493,phot,high,58703.83,+2.33/-2.41,338.69,+5.70/-5.29,0.781,+0.009/-0.014,1.56,19.23,19.21,19.43,19.10,19.50,18.95,2143.9,1758,1.22,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_261168623+18306368,261.16862261739124,18.306368059434384,1.848471634983412,0.0002149143102666,spec,high,59521.53,+2.38/-2.30,373.34,+16.50/-10.36,0.777,+0.025/-0.047,1.56,19.06,18.98,19.13,18.96,19.09,18.67,1593.6,1367,1.17,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_267588427+66432759,267.5884272221589,66.4327589962149,1.575977718271762,0.0002224750203065,spec,high,59456.00,+2.29/-2.31,510.91,+70.81/-45.91,0.321,+0.047/-0.050,3.23,20.94,20.66,21.16,20.34,21.10,20.17,2794.9,1931,1.45,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,,,,,,
WFST_272465834+52700201,272.4658341431354,52.70020141338485,0.687,0.2723634298286437,phot,high,58612.67,+6.83/-1.40,366.73,+4.87/-24.51,0.491,+0.005/-0.057,2.22,19.82,19.81,19.89,19.70,19.82,19.73,7101.8,2550,2.79,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_279542167+66822722,279.54216654227287,66.8227220257702,0.2879999876022339,,spec,high,58511.26,+1.15/-1.18,521.98,+61.99/-60.54,0.169,+0.032/-0.025,5.98,21.86,20.65,21.89,19.90,21.37,19.37,2702.6,1842,1.47,"JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,,,,,,
WFST_282609691+53951081,282.6096910096375,53.9510806609579,1.2953666635423735,0.000520597929431,spec,high,58749.00,+1.92/-1.83,352.37,+6.28/-6.48,0.496,+0.006/-0.007,2.20,20.51,20.50,20.56,20.19,20.63,20.24,3650.3,2154,1.69,"DESI_DR1,JPLUSDR3,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_287914568+35385457,287.9145682,35.3854572,1.35,,spec,high,59484.28,+2.83/-3.05,319.25,+9.69/-7.12,0.961,+0.019/-0.038,1.37,17.99,17.94,17.99,17.32,,,989.0,1337,0.74,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",R,-,,,,,,,,,,,,
WFST_301891869+01272813,301.8918695,1.2728127,1.16,,spec,high,59202.62,+2.14/-2.11,277.03,+6.22/-5.29,0.860,+0.013/-0.021,1.46,18.46,18.43,18.40,18.00,,,1640.7,1265,1.30,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",R,-,,,,,,,,,,,,
WFST_308872017+15427931,308.8720173395048,15.427930677111531,1.3766344785690308,0.0770252993965149,phot,high,59430.51,+2.80/-1.83,665.63,+10.08/-29.87,0.501,+0.006/-0.021,2.18,19.20,19.19,19.07,18.66,19.05,18.52,7109.8,2590,2.75,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_312191541+32502370,312.1915411259464,32.50237046761699,2.185227155685425,0.1121825814819335,phot,high,59560.67,+2.97/-3.22,582.00,+119.37/-88.19,0.398,+0.098/-0.087,2.66,20.52,19.34,20.65,19.08,20.70,18.71,1510.6,1693,0.89,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_312241346+22325521,312.2413460972516,22.32552120718708,0.1888042355435248,0.0569902262091636,phot,high,59012.44,+1.38/-1.37,487.04,+7.64/-6.40,0.578,+0.005/-0.009,1.94,18.64,18.63,18.70,18.20,18.53,17.58,4302.5,1739,2.47,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_313312545+09203897,313.31254525327165,9.203896842210792,2.352226734161377,0.0494399999999997,phot,high,59817.92,+0.32/-0.32,45.87,+2.41/-1.31,0.323,+0.012/-0.023,3.21,20.18,19.99,20.13,20.06,,,1655.6,986,1.68,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,H,,,,,,,,,,,,
WFST_321579382+34029725,321.5793817710296,34.02972544772599,0.4569228589534759,0.0558414567565918,phot,high,59425.17,+1.08/-1.13,121.11,+3.84/-3.42,0.458,+0.010/-0.015,2.35,20.39,20.36,20.44,20.01,20.47,19.82,2199.1,1236,1.78,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_336698107+09413940,336.6981067625798,9.413939914513636,1.963655394258952,0.0003409312069053,spec,high,58698.47,+2.72/-2.78,366.64,+16.12/-11.51,0.589,+0.022/-0.037,1.91,19.66,19.58,19.81,19.54,19.86,19.29,1152.5,1065,1.08,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,H,,,,,,,,,,,,
WFST_345989622+25011210,345.9896224,25.01121,0.336,,spec,high,58591.14,+2.14/-2.13,158.55,+16.24/-10.07,0.813,+0.056/-0.099,1.52,,,17.68,17.49,,,968.5,163,5.94,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.380269,Hbeta,45.088821,5100,2903.550881,113.512615
WFST_348314763+12218767,348.3147634,12.2187668,1.02847592723532,,spec,high,59661.14,+1.49/-1.58,264.47,+4.07/-3.86,0.511,+0.009/-0.010,2.15,19.62,19.61,19.52,19.28,19.74,19.22,1882.9,994,1.89,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.253123,MgII,45.126397,3000,2632.062,11.455,,,,,,
WFST_350234554+29679230,350.2345540496607,29.67923011455904,0.7983654480449047,8.132535157565478e-05,spec,high,58908.52,+1.29/-1.30,163.24,+5.20/-3.65,0.806,+0.022/-0.040,1.53,19.54,19.37,19.26,19.19,,,4690.5,2292,2.05,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.076488,MgII,45.029746,3000,2233.690403,22.210036
WFST_353484910+75824684,353.4849103469199,75.82468435145428,0.8840259909629822,0.0951339118480682,phot,high,59210.94,+3.36/-3.25,206.53,+12.80/-8.21,0.686,+0.033/-0.057,1.70,19.92,19.81,19.74,19.22,,,1337.6,893,1.50,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_000317701+36733989,0.3177014,36.7339891,1.665,,spec,med,59634.86,+2.23/-2.20,462.18,+6.52/-6.80,0.535,+0.006/-0.006,2.06,19.75,19.75,19.87,19.50,19.72,19.16,4661.9,1558,2.99,"MILLIQUAS,QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1,WISE_R90",R2,-,,,,,,,,,,,,
WFST_003209347+50802621,3.209346587824168,50.80262080089042,1.2590360641479492,0.0869337248802185,phot,med,58718.91,+1.90/-1.89,135.23,+2.87/-2.90,0.799,+0.010/-0.014,1.53,19.49,19.47,19.48,18.98,19.40,18.87,3453.9,1988,1.74,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
